Date, Company, Abstract, Score
11/17/22,United Airlines,"The disaster claimed 298 civilian lives, and came in the midst of a conflict that foreshadowed Russia’s full-scale invasion of Ukraine.",0
3/25/20,United Airlines,Live updates on stock market and business news during the coronavirus outbreak.,0.136363636
6/15/20,United Airlines,"About 170 small airports around the country get federal subsidies, and far fewer of their flights were disrupted in the pandemic.",-0.075
1/28/20,United Airlines,The number of known cases of the new virus rose by nearly a third overnight. A shortage of test kits has led experts to warn that the real number may be higher.,0.237272727
12/23/22,United Airlines,"Wind, ice and snow snarled air travel across the United States, and played havoc with rail and road travel as well.",0
6/15/22,United Airlines,"The Irish budget airline had imposed a test in Afrikaans, a language with a racist legacy and that many South Africans don’t speak, to weed out fake documents.",0
2/17/22,United Airlines,A letter to Attorney General Merrick Garland cited an upswing in violent behavior against airline and airport workers.,-0.375
6/7/21,United Airlines,"Some employees at Houston Methodist Hospital object to the hospital’s policy, which requires staff to be vaccinated against Covid-19.",0
9/10/21,United Airlines,"The military and the Department of Veterans Affairs report higher inoculation rates, as do some companies and states, but they have a long way to go.",0.033333333
6/11/21,United Airlines,"Companies are sending surveys, offering cash rewards and requiring disclosures to find out how much of their work force is vaccinated.",0.2
6/11/21,United Airlines,"Companies are sending surveys, offering cash rewards and requiring disclosures to find out how much of their work force is vaccinated.",0.2
11/25/21,United Airlines,"As millions of travelers make their way across the country for Thanksgiving, the government has ramped up its response to crimes on flights, especially by those refusing to abide by Covid protocols.",0
1/28/22,United Airlines,The federal agency said an agreement with Verizon and AT&T would enable the wireless providers to expand their networks while allowing aircraft to land safely.,0.5
8/5/21,United Airlines,"The plan is part of a new system to be put in place after the current restrictions on travel into the country are lifted, but officials have yet to determine when that might be done.",0.068181818
9/20/21,United Airlines,"The 18-month travel ban on travelers from Europe, China, Iran, South Africa, Brazil and India has been crippling for the industry,",0
3/9/20,United Airlines,An analysis released on Monday about the Ethiopian Airlines crash a year ago did not blame the carrier or its pilots.,0
3/18/20,United Airlines,"Should Airline Bailouts Come With Conditions? And, Climate as a ‘Threat Multiplier’",0
3/9/21,United Airlines,"To the frustration of the airline industry, nonessential travel is still discouraged for all Americans.",0
2/4/22,United Airlines,The request came in a letter to the attorney general after an increase in complaints about violent and disruptive passengers during the pandemic.,-0.375
12/17/21,United Airlines,A court has blocked enforcement of President Biden’s executive order that had instructed federal contractors to require coronavirus vaccines for employees.,0
7/2/20,United Airlines,The virus has feasted on a compromised body.,0
7/6/20,United Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
4/14/21,United Airlines,"Airfare, typically purchased well in advance, can be a barometer of how the public is feeling about the pace of recovery, and summer fares are surging.",-0.083333333
6/1/22,United Airlines,The White House is facing new questions about whether it acted quickly enough after the leading baby formula plant shut down in February.,-0.00479798
5/4/20,United Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
6/30/20,United Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
12/28/22,United Airlines,"In a plea agreement, Terese White, 41, said she tried to bypass airport security with more than three pounds of the drug taped to her abdomen.",0.25
9/27/22,United Airlines,"Planes were being moved, runways closed and flights canceled as airports prepared for the storm.",-0.1
5/24/21,United Airlines,European leaders moved with uncharacteristic speed to step up the pressure on Belarus’s strongman leader.,0
9/10/21,United Airlines,"Mask mandates exist to varying degrees throughout Europe, and the details — inside, outside, fabric, N95 and more — are dizzying.",0.25
10/15/21,United Airlines,The date helps clarify the end to restrictions that had walled off tourists and relatives seeking to visit their families in the United States.,0
10/11/20,United Airlines,Here’s what you need to know about the week’s top stories.,0.5
4/28/20,United Airlines,"At least 17 workers at New York’s airports have died from the coronavirus, and dozens more have been infected.",0.112121212
11/19/20,United Airlines,"The United States has set yet another record: 183,000 new daily cases.",0.068181818
2/10/20,United Airlines,"The plane could be back in the air relatively soon, but the company, regulators and airlines must do several things first.",0.0625
6/14/22,United Airlines,Hours in security lines. Canceled flights. Lost baggage. Here’s a look at how you could be affected by travel disruptions this summer and tips on how to prepare.,0
5/25/21,United Airlines,Qantas will run a one-time scenic flight from Sydney to offer ideal viewing of the supermoon.,0.9
